doi,name,affiliation,publisher,type
10.1177/0013916517738563,"van den Berg, Magdalena M.","Vrije Universiteit Amsterdam, The Netherlands",SAGE Publications,JOUR
10.1063/1.4966918,"Rüger, Robert","Scientific Computing and Modelling NV, De Boelelaan 1083, 1081 HV Amsterdam, The Netherlands; Department of Theoretical Chemistry, Vrije Universiteit Amsterdam, De Boelelaan 1083, 1081 HV Amsterdam, The Netherlands; Wilhelm-Ostwald-Institut für Physikalische und Theoretische Chemie, Linnéstr. 2, 04103 Leipzig, Germany",AIP Publishing,JOUR
10.1021/ct4004959,"Wahiduzzaman, Mohammad","School ofEngineering and Science, Jacobs University Bremen, Campus Ring 1, 28759 Bremen,Germany; Scientific Computing&amp; ModellingNV, Theoretical Chemistry, Vrije Universiteit, De Boelelaan 1083, 1081 HV Amsterdam, The Netherlands",American Chemical Society (ACS),JOUR
10.1177/1471301206067115,"Eggermont, Laura H.P.","Vrije Universiteit, The Netherlands",SAGE Publications,JOUR
10.1080/1350293x.2015.1120520,"Worthington, Maulfry","Vrije University, Amsterdam, The Netherlands",Informa UK Limited,JOUR
10.1080/1369183x.2016.1276825,"Last, Tamara","Migration Law, Vrije Universiteit Amsterdam, Amsterdam, The Netherlands",Informa UK Limited,JOUR
10.1080/02724980042000039,"Michaels, Claire F.","Vrije Universiteit, Amsterdam, The Netherlands",SAGE Publications,JOUR
10.1002/da.22461,"Cuijpers, Pim","Department of Clinical, Neuro and Developmental Psychology; Vrije Universiteit Amsterdam; Amsterdam The Netherlands; EMGO Institute for Health and Care Research; Amsterdam The Netherlands",Wiley,JOUR
10.1002/wps.20346,"Cuijpers, Pim","Department of Clinical, Neuro and Developmental Psychology; Vrije Universiteit Amsterdam; Amsterdam The Netherlands; EMGO Institute for Health and Care Research; Amsterdam The Netherlands",Wiley,JOUR
10.5281/zenodo.3677736,"Scussolini, Paolo","Institute for Environmental Studies, Vrije Universiteit Amsterdam",Zenodo,DATA
10.5281/zenodo.3677737,"Scussolini, Paolo","Institute for Environmental Studies, Vrije Universiteit Amsterdam",Zenodo,DATA
10.1080/10408363.2019.1670613,"Wesenhagen, Kirsten E. J.","Alzheimer Center Amsterdam, Department of Neurology, Amsterdam Neuroscience, Vrije Universiteit Amsterdam, Amsterdam UMC, Amsterdam, The Netherlands;",Informa UK Limited,JOUR
10.1039/c7nr09224e,"Vorselen, Daan",Department of Physics and Astronomy and LaserLab; Vrije Universiteit; Amsterdam; The Netherlands; Department of Oral Function and Restorative Dentistry,Royal Society of Chemistry (RSC),JOUR
10.1021/acs.inorgchem.7b02994,"Brands, Maria B.","Department of Theoretical Chemistry and Amsterdam Center for Multiscale Modeling, Vrije Universiteit Amsterdam, De Boelelaan 1083, 1081 HV Amsterdam, The Netherlands",American Chemical Society (ACS),JOUR
10.1021/jacs.7b11422,"Hauwert, Niels J.","Division of Medicinal Chemistry, Amsterdam Institute for Molecules, Medicines and Systems, Faculty of Science, Vrije Universiteit Amsterdam, De Boelelaan 1108, 1081 HZ Amsterdam, The Netherlands",American Chemical Society (ACS),JOUR
10.1002/nml.21306,"Wassenaar, Mattheus",School of Business and Economics; Vrije Universiteit Amsterdam; Amsterdam The Netherlands,Wiley,JOUR
10.1021/acs.nanolett.7b04842,"King, Graeme A.","Department of Physics and Astronomy, LaserLaB Amsterdam, Vrije Universiteit Amsterdam, De Boelelaan 1081, 1081 HV Amsterdam, The Netherlands",American Chemical Society (ACS),JOUR
10.1002/chem.201805215,"Svatunek, Dennis","Institute of Applied Synthetic ChemistryTU Wien (Vienna University of Technology) Getreidemarkt 9/163 1060 Vienna Austria; Department of Theoretical Chemistry and Amsterdam Center for, Multiscale Modeling (ACMM)Vrije Universiteit Amsterdam De Boelelaan 1083 1081 HV Amsterdam The Netherlands",Wiley,JOUR
10.1002/chem.201706075,"Hamlin, Trevor A.",Department of Theoretical Chemistry; Amsterdam Center for Multiscale Modeling (ACMM); Vrije Universiteit Amsterdam; De Boelelaan 1083 1081 HV Amsterdam The Netherlands,Wiley,JOUR
10.1021/acs.jpclett.8b02780,"Hontani, Yusaku","Department of Physics and Astronomy, Vrije Universiteit, Amsterdam 1081 HV, The Netherlands",American Chemical Society (ACS),JOUR
10.1002/jrs.5494,"Moester, Miriam J.B.","Institute for Lasers, Life and Biophotonics, Department of Physics and AstronomyVrije Universiteit Amsterdam Amsterdam The Netherlands",Wiley,JOUR
10.1111/1460-6984.12376,"van Knijff, Eline C.",Language and Hearing Center Amsterdam; Vrije Universiteit Amsterdam; the Netherlands,Wiley,JOUR
10.1080/21567689.2018.1436138,"Kootstra, Jochem Gerardus",Vrije Universiteit Amsterdam,Informa UK Limited,JOUR
10.15252/emmm.201809323,"Mouliere, Florent","Cancer Research UK Cambridge Institute University of Cambridge Cambridge UK; Cancer Research UK Major Centre – Cambridge Cancer Research UK Cambridge Institute Cambridge UK; Department of Pathology Cancer Center Amsterdam Amsterdam UMC, Vrije Universiteit Amsterdam Amsterdam The Netherlands",EMBO,JOUR
10.1080/20022727.2018.1551596,"Cieplik, Fabian","Department of Conservative Dentistry and Periodontology, University Medical Center Regensburg, Regensburg, Germany; Department of Preventive Dentistry, Academic Centre for Dentistry Amsterdam (ACTA), University of Amsterdam and Vrije Universiteit Amsterdam, Amsterdam, The Netherlands",Informa UK Limited,JOUR
10.1002/cre2.100,"Tastepe, Ceylin S.","Department of Oral Implantology and Prosthetic Dentistry, Academic Centre for Dentistry Amsterdam (ACTA); University of Amsterdam and Vrije Universiteit Amsterdam",Wiley,JOUR
10.1111/jnc.14603,"Li, K. W.",Department of Molecular and Cellular Neurobiology Center for Neurogenomics and Cognitive Research Amsterdam Neuroscience Vrije Universiteit Amsterdam The Netherlands,Wiley,JOUR
10.1080/09638288.2018.1503729,"Ebuenyi, Ikenna D.","Athena Institute, Amsterdam Public Health Research Institute, Vrije Universiteit Amsterdam, Amsterdam, The Netherlands",Informa UK Limited,JOUR
10.1111/jan.13880,"Schutijser, Bernadette C. F. M.",Department of Public and Occupational Health; Amsterdam Public Health Research Institute; Amsterdam UMC; Vrije Universiteit Amsterdam; Amsterdam The Netherlands,Wiley,JOUR
10.1080/03086534.2018.1539725,"Groten, Miel","Vrije Universiteit Amsterdam, Amsterdam, the Netherlands",Informa UK Limited,JOUR
10.1111/sode.12348,"Pronk, Jeroen",Clinical Developmental Psychology Vrije Universiteit Amsterdam Amsterdam the Netherlands,Wiley,JOUR
10.1111/aos.13956,"Nispen, Ruth","Ophthalmology, Amsterdam Public Health research institute Amsterdam UMC Vrije Universiteit Amsterdam Amsterdam the Netherlands",Wiley,JOUR
10.1021/acs.analchem.8b00015,"Voeten, Robert L. C.","Division of BioAnalytical Chemistry, Department of Chemistry and Pharmaceutical Sciences, Vrije Universiteit Amsterdam, de Boelelaan 1085, 1081 HV Amsterdam, The Netherlands; TI-COAST, Science Park 904, 1098 XH Amsterdam, The Netherlands",American Chemical Society (ACS),JOUR
10.1002/ijc.31967,"Ramayanti, Octavia","Amsterdam UMC, Vrije Universiteit Amsterdam, Department of PathologyCancer Center Amsterdam Amsterdam The Netherlands",Wiley,JOUR
10.1111/gcb.14307,"Prestele, Reinhard",Environmental Geography Group; Institute for Environmental Studies; Vrije Universiteit Amsterdam; Amsterdam The Netherlands,Wiley,JOUR
10.1002/jssc.201800204,"Prior, Amir","Division of BioAnalytical Chemistry, Amsterdam Institute for Molecules, Medicines and Systems; Vrije Universiteit Amsterdam; Amsterdam The Netherlands",Wiley,JOUR
10.1002/chem.201805011,"Zaccaria, Francesco",Department of Theoretical Chemistry and; Amsterdam Center for Multiscale Modeling; Vrije Universiteit Amsterdam; De Boelelaan 1083 1081 HV Amsterdam The Netherlands,Wiley,JOUR
10.1111/bjso.12234,"Alvarez, Katherina",Vrije Universiteit; Amsterdam The Netherlands,Wiley,JOUR
10.1021/acs.analchem.8b00382,"Gargano, Andrea F.G.","Centre for Analytical Science Amsterdam, Science Park 904, 1098 XH Amsterdam, The Netherlands; Amsterdam Institute for Molecules, Medicines and Systems, Vrije Universiteit Amsterdam, de Boelelaan 1083, 1081 HV Amsterdam, The Netherlands; Van ’t Hoff Institute for Molecular Sciences, Science Park 904, 1098 XH Amsterdam, Netherlands",American Chemical Society (ACS),JOUR
10.1080/16506073.2017.1420098,"Cuijpers, Pim","Department of Clinical Psychology, Amsterdam Public Health Research Institute, Vrije Universiteit Amsterdam, Amsterdam 1081 BT, The Netherlands",Informa UK Limited,JOUR
10.1080/1040841x.2018.1467876,"Cieplik, Fabian","Department of Conservative Dentistry and Periodontology, University Medical Center Regensburg, Regensburg, Germany;; Department of Preventive Dentistry, Academic Center for Dentistry Amsterdam (ACTA), University of Amsterdam and Vrije Universiteit Amsterdam, Amsterdam, The Netherlands;",Informa UK Limited,JOUR
10.1080/19345747.2018.1496501,"van Klaveren, Chris","Amsterdam Center for Learning Analytics, Faculty of Behavioral and Movement Sciences, Vrije Universiteit Amsterdam, Amsterdam, the NetherlandsColor versions of one or more of the figures in the article can be found online at",Informa UK Limited,JOUR
10.1021/acs.jpclett.8b01054,"Vuckovic, Stefan","Department of Theoretical Chemistry and Amsterdam Center for Multiscale Modeling, FEW, Vrije Universiteit, De Boelelaan 1083, 1081HV Amsterdam, The Netherlands",American Chemical Society (ACS),JOUR
10.1029/2018tc005219,"Nikogosian, I. K.",Department of Earth SciencesVrije Universiteit Amsterdam Amsterdam The Netherlands; Department of Earth SciencesUtrecht University Utrecht The Netherlands,American Geophysical Union (AGU),JOUR
10.1002/mgg3.518,"Overwater, Eline","Department of Clinical Genetics, Amsterdam UMC; University of Amsterdam; Amsterdam The Netherlands; Department of Clinical Genetics; Amsterdam UMC, Vrije Universiteit Amsterdam; Amsterdam The Netherlands",Wiley,JOUR
10.1093/jac/dky431,"Sikkens, Jonne J","Amsterdam UMC, Vrije Universiteit Amsterdam, Department of Internal Medicine, De Boelelaan, Amsterdam, The Netherlands; Research and Expertise Centre in Pharmacotherapy Education (RECIPE), Amsterdam, The Netherlands",Oxford University Press (OUP),JOUR
10.1080/1756073x.2018.1474328,"Grimell, Jan","Faculty of Religion and Theology, Amsterdam Centre for the Study of Lived Religion, Vrije Universiteit, Bjästa, Sweden",Informa UK Limited,JOUR
10.1002/open.201800193,"Yu, Song","Department of Theoretical Chemistry, Amsterdam Center for Multiscale Modeling (ACMM); Vrije Universiteit Amsterdam; De Boelelaan 1083 1081 HV Amsterdam The Netherlands",Wiley,JOUR
10.1111/idh.12370,"Van Leeuwen, Martijn P. C.","Department of Periodontology, Academic Center for Dentistry Amsterdam (ACTA); University of Amsterdam and Vrije Universiteit Amsterdam; Amsterdam The Netherlands; Dental Clinic; Mondzorg het Gooi; Bussum The Netherlands",Wiley,JOUR
10.1080/13504851.2018.1430322,"Chatzivasileiadis, Theodoros","Institute for Environmental Studies, Vrije Universiteit Amsterdam, Amsterdam, The Netherlands",Informa UK Limited,JOUR
10.1111/gcb.14334,"Jesse, Wendy A. M.",Department of Ecological Science - Animal Ecology; Vrije Universiteit Amsterdam; Amsterdam the Netherlands,Wiley,JOUR
10.1039/c7cp06139k,"Malý, Pavel",Department of Biophysics; Faculty of Sciences; Vrije Universiteit Amsterdam; 1081HV Amsterdam; The Netherlands,Royal Society of Chemistry (RSC),JOUR
10.7910/dvn/b5un8r,"De Geus, Christa",(Vrije universiteit Amsterdam),Harvard Dataverse,DATA
10.7910/dvn/b5un8r/hhtnw0,"De Geus, Christa",(Vrije universiteit Amsterdam),Harvard Dataverse,DATA
10.1111/pim.12518,"Zavala, G. A.",Facultad de Ciencias Naturales; Universidad Autónoma de Querétaro; Querétaro Mexico; Faculty of Earth & Life Sciences; Vrije Universiteit Amsterdam; Amsterdam The Netherlands,Wiley,JOUR
10.1177/1369148117745859,"Wagner, Wolfgang","Department of Political Science and Public Administration, Vrije Universiteit Amsterdam, Amsterdam, The Netherlands",SAGE Publications,JOUR
10.1021/acs.jpca.7b12635,"Grosch, Alice A.","Department of Theoretical Chemistry and Amsterdam Center for Multiscale Modeling, Vrije Universiteit Amsterdam, 1081 HV Amsterdam, The Netherlands",American Chemical Society (ACS),JOUR
10.1002/jpen.1466,"Waard, Marita",Department of PediatricsAmsterdam UMCVrije Universiteit Emma Children's Hospital Amsterdam The Netherlands,Wiley,JOUR
10.1080/13607863.2018.1426716,"Clignet, Frans","Department of Clinical-, Neuro- and Developmental Psychology, Vrije Universiteit Amsterdam, 1081 BT, Netherlands; Department of old age psychiatry, Altrecht specialists in Mental Health Care, Zeist, 3705 WH, Netherlands",Informa UK Limited,JOUR
10.1080/14616734.2018.1428997,"Platje, Evelien","Clinical Child and Family studies, Vrije Universiteit Amsterdam, Amsterdam, Netherlands",Informa UK Limited,JOUR
10.1002/ejoc.201801562,"van Lint, Matthijs J.","Amsterdam Institute for Molecules, Medicines and Systems; Vrije Universiteit Amsterdam; De Boelelaan 1108 1081 HZ Amsterdam The Netherlands",Wiley,JOUR
10.1111/padm.12516,"Schmidt, Arjen",Department of Organization Sciences; Vrije Universiteit Amsterdam; Amsterdam The Netherlands,Wiley,JOUR
10.1002/open.201800210,"Petelski, Andre Nicolai","Department of Theoretical Chemistry, Amsterdam Center for Multiscale ModelingVrije Universiteit Amsterdam De Boelelaan 1083 1081 HV Amsterdam The Netherlands; Departamento de Ingeniería QuímicaGrupo de Investigación en Química Teórica y Experimental (QuiTEx)Facultad Regional ResistenciaUniversidad Tecnológica Nacional French 414 H3500CHJ Resistencia Chaco Argentina",Wiley,JOUR
10.1080/14794012.2018.1423601,"Geerlings, Lonneke","Department of History, Vrije Universiteit Amsterdam, Amsterdam, The Netherlands",Springer Science and Business Media LLC,JOUR
10.1093/brain/awy274,"Chakraborty, Ananya","Amsterdam UMC, Vrije Universiteit Amsterdam, Department of Molecular Cell Biology and Immunology, Amsterdam Neuroscience, The Netherlands",Oxford University Press (OUP),JOUR
10.1021/acs.jpca.8b08218,"Teodoro, T. Q.","Departamento de Química, FFCLRP, Universidade de São Paulo, Avenida Bandeirantes 3900, Ribeirão Preto, 14040-901 São Paulo Brazil; Amsterdam Center for Multiscale Modeling, Faculty of Science, Vrije Universiteit Amsterdam, de Boelelaan 1083, 1081 HV Amsterdam, The Netherlands",American Chemical Society (ACS),JOUR
10.1111/cdoe.12382,"Marpaung, Carolina",Department of Oral Kinesiology; Academic Centre for Dentistry Amsterdam (ACTA); University of Amsterdam and Vrije Universiteit Amsterdam; Amsterdam The Netherlands; Department of Prosthodontics; Faculty of Dentistry; Trisakti University; Jakarta Indonesia,Wiley,JOUR
10.1002/glia.23526,"Kamermans, Alwin","Department of Molecular Cell Biology and Immunology, Amsterdam Neuroscience, MS center Amsterdam, Amsterdam UMC; Vrije Universiteit Amsterdam; Amsterdam The Netherlands",Wiley,JOUR
10.1021/acs.jpclett.8b02963,"Teodoro, T. Q.","Amsterdam Center for Multiscale Modeling, Faculty of Science, Vrije Universiteit Amsterdam, de Boelelaan 1083, 1081 HV Amsterdam, The Netherlands; Departamento de Química, FFCLRP, Universidade de São Paulo, Av. Bandeirantes 3900, Ribeirão Preto, 14040-901 São Paulo, Brazil",American Chemical Society (ACS),JOUR
10.1111/bph.14548,"Dekker, Stefan J","Division of Molecular Toxicology, Amsterdam Institute for Molecules Medicine and Systems (AIMMS); Vrije Universiteit; Amsterdam The Netherlands",Wiley,JOUR
10.1177/1542305018790218,"Grimell, Jan","Faculty of Religion and Theology, Vrije Universiteit Amsterdam, The Netherlands",SAGE Publications,JOUR
10.1080/03003930.2018.1473768,"Budding, Tjerk","School of Business and Economics, Vrije Universiteit Amsterdam, Amsterdam, the Netherlands",Informa UK Limited,JOUR
10.1287/inte.2017.0936,"van Buuren, Martin","Department of Stochastics, Centrum Wiskunde &amp; Informatica, Amsterdam, 1098XG Netherlands; and Faculty of Science, Vrije Universiteit Amsterdam, Amsterdam, 1081HV Netherlands",Institute for Operations Research and the Management Sciences (INFORMS),JOUR
10.1002/csr.1684,"van Hille, Iteke",Department of Organization Sciences; Vrije Universiteit Amsterdam; Amsterdam The Netherlands,Wiley,JOUR
10.1111/jopy.12397,"Abdellaoui, Abdel","Department of Psychiatry, Academic Medical CenterUniversity of AmsterdamAmsterdam the Netherlands; Department of Biological PsychologyVrije UniversiteitAmsterdam the Netherlands",Wiley,JOUR
10.1093/gerona/gly260,"Rauh, Simone P","Department of Epidemiology and Biostatistics, Amsterdam Public Health, Amsterdam UMC, Vrije Universiteit Amsterdam, The Netherlands",Oxford University Press (OUP),JOUR
10.1111/moth.12435,"Peels, Rik","Philosophy Department, Vrije Universiteit Amsterdam, De Boelelaan 1105; 1081 HV Amsterdam The Netherlands",Wiley,JOUR
10.1002/esp.4542,"Biggelaar, D.F.A.M.","Faculty of Science, Vrije Universiteit AmsterdamInstitute for Geo‐ and Bioarchaeology De Boelelaan 1085 1081 HV Amsterdam the Netherlands; Faculty of Arts, Vrije Universiteit AmsterdamResearch institute for the heritage and history of the Cultural Landscape and Urban Environment (CLUE) De Boelelaan 1105 1081 HV Amsterdam The Netherlands",Wiley,JOUR
